age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi,total_monthly_expenses,disposable_income,debt_to_income_ratio,expense_to_income_ratio,affordability_ratio,savings_ratio,employment_stability_score,credit_risk_score,financial_health_score,implied_current_emi_burden_ratio
58.0,Female,Married,High School,470904.0,Private,12.7,MNC,Own,0.0,5,4,13300.0,19300.0,4100.0,14100.0,7500.0,No,0.0,742.0,415400.0,235200.0,Education EMI,111000.0,15,Not_Eligible,1430.0,58300.0,412604.0,0.0,0.1238044272293291,0.8761955727706708,1.3815979477770417,12.7,0.8036363636363636,0.6992259005116658,0.0
48.0,Male,Married,Graduate,76100.0,Private,8.2,Large Indian,Rented,22600.0,4,3,9500.0,17200.0,9500.0,17600.0,7600.0,No,0.0,743.0,186400.0,64100.0,Education EMI,181000.0,38,Not_Eligible,500.0,84000.0,-7900.0,0.0,1.1038107752956636,-0.1038107752956636,3.2917214191852824,8.2,0.8054545454545454,0.6183774937283478,0.0
32.0,Male,Married,Graduate,30400.0,Private,6.3,Small,Family,0.0,4,3,11500.0,0.0,4000.0,4900.0,4700.0,Yes,4800.0,573.0,149700.0,80200.0,Personal Loan EMI,391000.0,46,Not_Eligible,500.0,29900.0,500.0,0.1578947368421052,0.9835526315789472,0.0164473684210526,7.5625,6.3,0.3463636363636363,0.6071985645933013,0.5647058823529412
27.0,Female,Single,Post Graduate,67800.0,Private,3.1,Large Indian,Rented,21400.0,1,0,0.0,0.0,5400.0,12700.0,13200.0,Yes,18900.0,686.0,220000.0,69800.0,Personal Loan EMI,415000.0,60,Not_Eligible,500.0,71600.0,-3800.0,0.2787610619469026,1.056047197640118,-0.0560471976401179,4.274336283185841,3.1,0.5518181818181818,0.6107961920085814,2.732530120481928
27.0,Female,Married,Professional,80800.0,Private,0.7,Large Indian,Rented,16500.0,4,3,10200.0,0.0,9000.0,17900.0,9200.0,No,0.0,663.0,499000.0,125100.0,Vehicle EMI,692000.0,51,Not_Eligible,7920.0,62800.0,18000.0,0.0,0.7772277227722773,0.2227722772277227,7.724009900990099,0.7,0.66,0.7425544554455445,0.0
27.0,Female,Single,High School,101800.0,Private,1.4,MNC,Own,0.0,2,1,6800.0,0.0,15200.0,27400.0,18500.0,No,0.0,808.0,335700.0,175500.0,Vehicle EMI,1490000.0,81,Not_Eligible,20340.0,67900.0,33900.0,0.0,0.6669941060903732,0.3330058939096267,5.0216110019646365,1.4,0.9236363636363636,0.8436920878728345,0.0
38.0,Male,Married,Graduate,28100.0,Government,5.6,MNC,Rented,6200.0,3,2,13300.0,0.0,3500.0,6500.0,5400.0,No,0.0,758.0,177700.0,42900.0,Vehicle EMI,673000.0,75,Not_Eligible,500.0,34900.0,-6800.0,0.0,1.2419928825622777,-0.2419928825622775,7.850533807829182,6.72,0.8327272727272728,0.7014196053057262,0.0
32.0,Male,Married,Graduate,53800.0,Government,5.0,Mid-size,Family,0.0,3,2,0.0,17900.0,7000.0,15600.0,6900.0,No,0.0,683.0,98500.0,25700.0,Education EMI,487000.0,30,Not_Eligible,2816.0,47400.0,6400.0,0.0,0.8810408921933085,0.1189591078066914,2.308550185873606,6.0,0.6963636363636364,0.5712139236228455,0.0
38.0,Male,Married,High School,35500.0,Private,5.6,Startup,Rented,8200.0,4,3,0.0,24100.0,3900.0,6100.0,6800.0,No,0.0,745.0,247700.0,129500.0,Personal Loan EMI,957000.0,32,Not_Eligible,500.0,49100.0,-13600.0,0.0,1.3830985915492957,-0.3830985915492957,10.625352112676056,5.6,0.8090909090909091,0.6661075544174135,0.0
27.0,Male,Single,Graduate,21700.0,Private,0.5,Small,Family,0.0,1,0,0.0,0.0,2300.0,5200.0,2000.0,No,0.0,615.0,158700.0,72000.0,Education EMI,401000.0,45,Not_Eligible,4294.4,9500.0,12200.0,0.0,0.4377880184331797,0.5622119815668203,10.631336405529954,0.5,0.5727272727272728,0.7842605781315459,0.0
32.0,Male,Married,High School,28800.0,Self-employed,1.4,MNC,Rented,6500.0,3,2,2100.0,17600.0,2800.0,8100.0,4300.0,No,0.0,774.0,30700.0,6500.0,Vehicle EMI,460000.0,75,Not_Eligible,500.0,41400.0,-12600.0,0.0,1.4375,-0.4375,1.2916666666666667,1.12,0.8618181818181818,0.4485454545454545,0.0
38.0,Female,Married,Graduate,59500.0,Private,2.0,MNC,Rented,15800.0,2,1,3700.0,0.0,8200.0,15000.0,9500.0,No,0.0,843.0,166500.0,36500.0,E-commerce Shopping EMI,76000.0,19,Not_Eligible,4380.0,52200.0,7300.0,0.0,0.8773109243697479,0.1226890756302521,3.411764705882353,2.0,0.9872727272727272,0.7254255156608097,0.0
32.0,Male,Single,Professional,75900.0,Private,4.0,MNC,Rented,16700.0,2,1,0.0,0.0,5600.0,15300.0,7400.0,No,0.0,700.0,422500.0,192300.0,Personal Loan EMI,982000.0,13,Not_Eligible,15450.0,45000.0,30900.0,0.0,0.5928853754940712,0.4071146245059288,8.100131752305666,4.0,0.7272727272727273,0.799604743083004,0.0
27.0,Male,Single,Post Graduate,53100.0,Private,4.5,MNC,Own,0.0,2,1,4300.0,19400.0,5500.0,10600.0,6700.0,Yes,11200.0,663.0,214700.0,116200.0,Personal Loan EMI,55000.0,34,Not_Eligible,500.0,57700.0,-4600.0,0.2109227871939736,1.0866290018832392,-0.0866290018832391,6.231638418079096,4.5,0.51,0.6356741996233521,6.923636363636363
32.0,Male,Married,Graduate,26800.0,Private,1.4,Mid-size,Rented,4900.0,3,2,2800.0,0.0,3000.0,7700.0,3500.0,No,0.0,754.0,71900.0,21600.0,E-commerce Shopping EMI,123000.0,6,Not_Eligible,2940.0,21900.0,4900.0,0.0,0.8171641791044776,0.1828358208955224,3.488805970149253,1.4,0.8254545454545454,0.6935318860244233,0.0
32.0,Male,Single,Graduate,64900.0,Government,3.2,Large Indian,Rented,16100.0,1,0,0.0,0.0,3800.0,17700.0,5500.0,Yes,7400.0,643.0,217300.0,124200.0,Home Appliances EMI,101000.0,19,Not_Eligible,4435.2,50500.0,14400.0,0.1140215716486903,0.7781201848998459,0.2218798151001541,5.261941448382126,3.84,0.4736363636363636,0.6864668721109399,1.392079207920792
38.0,Male,Married,Graduate,47200.0,Self-employed,0.6,MNC,Rented,10800.0,4,3,0.0,16200.0,4200.0,8900.0,4600.0,No,0.0,782.0,377200.0,133300.0,Vehicle EMI,716000.0,21,Not_Eligible,1485.0,44700.0,2500.0,0.0,0.9470338983050848,0.0529661016949152,10.815677966101696,0.48,0.8763636363636363,0.7735023112480739,0.0
32.0,Female,Married,Post Graduate,59000.0,Private,6.2,Large Indian,Family,0.0,3,2,14300.0,0.0,7800.0,11000.0,3400.0,Yes,16100.0,657.0,349200.0,123000.0,Vehicle EMI,553000.0,26,Not_Eligible,2240.0,52600.0,6400.0,0.2728813559322033,0.8915254237288136,0.1084745762711864,8.003389830508475,6.2,0.499090909090909,0.6714221879815101,0.7569620253164557
38.0,Male,Married,Graduate,83600.0,Self-employed,3.6,Mid-size,Rented,20000.0,2,1,0.0,7000.0,6300.0,15800.0,10900.0,No,0.0,740.0,403600.0,145200.0,Personal Loan EMI,311000.0,38,Not_Eligible,10620.0,60000.0,23600.0,0.0,0.7177033492822966,0.2822966507177033,6.564593301435407,2.8800000000000003,0.8,0.7964593301435406,0.0
38.0,Male,Married,Graduate,20000.0,Private,4.4,Large Indian,Family,0.0,2,1,0.0,0.0,1500.0,6000.0,3800.0,No,0.0,767.0,126900.0,33800.0,Personal Loan EMI,281000.0,37,Not_Eligible,5742.0,11300.0,8700.0,0.0,0.565,0.435,8.035,4.4,0.8490909090909091,0.8417272727272729,0.0
58.0,Male,Married,Professional,67100.0,Private,17.5,Mid-size,Family,16625.0,3,2,4500.0,19200.0,9100.0,10500.0,11400.0,No,0.0,726.0,146300.0,31300.0,Personal Loan EMI,878000.0,18,Not_Eligible,6200.0,71325.0,-4225.0,0.0,1.0629657228017884,-0.0629657228017883,2.646795827123696,17.5,0.7745454545454545,0.5785782414307005,0.0
32.0,Female,Single,Professional,63300.0,Private,10.0,MNC,Rented,14800.0,2,1,0.0,24500.0,8000.0,12500.0,10200.0,No,0.0,758.0,147700.0,76800.0,Education EMI,492000.0,13,Not_Eligible,500.0,70000.0,-6700.0,0.0,1.1058451816745656,-0.1058451816745655,3.546603475513428,10.0,0.8327272727272728,0.6414453540140743,0.0
48.0,Female,Married,Graduate,58000.0,Private,0.5,Large Indian,Family,0.0,4,3,7000.0,24500.0,4600.0,12800.0,11400.0,Yes,13800.0,670.0,230500.0,73800.0,Home Appliances EMI,116000.0,15,Not_Eligible,500.0,74100.0,-16100.0,0.2379310344827586,1.2775862068965518,-0.2775862068965517,5.246551724137931,0.5,0.5227272727272727,0.6013009404388714,1.7844827586206895
27.0,Female,Married,Professional,47800.0,Self-employed,1.3,Large Indian,Family,0.0,3,2,13600.0,0.0,6300.0,7500.0,7700.0,No,0.0,672.0,374200.0,181000.0,Personal Loan EMI,849000.0,52,Not_Eligible,6286.5,35100.0,12700.0,0.0,0.7343096234309623,0.2656903765690376,11.615062761506277,1.04,0.6763636363636364,0.7560471662228985,0.0
32.0,Female,Married,Graduate,46200.0,Private,4.1,Large Indian,Rented,16000.0,3,2,14700.0,0.0,6700.0,10300.0,2400.0,No,0.0,616.0,277600.0,60600.0,Home Appliances EMI,172000.0,13,Not_Eligible,500.0,50100.0,-3900.0,0.0,1.0844155844155845,-0.0844155844155844,7.32034632034632,4.1,0.5745454545454546,0.6554805194805196,0.0
32.0,Male,Married,Professional,30000.0,Private,10.0,Mid-size,Rented,8500.0,4,3,14900.0,0.0,3200.0,6200.0,4700.0,No,0.0,699.0,166400.0,54000.0,Education EMI,306000.0,22,Not_Eligible,500.0,37500.0,-7500.0,0.0,1.25,-0.25,7.346666666666667,10.0,0.7254545454545455,0.6676363636363636,0.0
48.0,Male,Married,Graduate,44700.0,Private,2.1,Large Indian,Family,0.0,3,2,0.0,0.0,6700.0,10700.0,3500.0,Yes,13400.0,683.0,196000.0,105100.0,Vehicle EMI,571000.0,35,Not_Eligible,4004.0,34300.0,10400.0,0.2997762863534675,0.767337807606264,0.232662192393736,6.736017897091722,2.1,0.5463636363636364,0.7104415293878381,0.8213660245183888
38.0,Female,Married,High School,32400.0,Private,10.9,Mid-size,Rented,10600.0,3,2,0.0,0.0,3600.0,5700.0,6400.0,No,0.0,661.0,204100.0,54300.0,Personal Loan EMI,992000.0,20,Not_Eligible,3355.0,26300.0,6100.0,0.0,0.8117283950617284,0.1882716049382716,7.9753086419753085,10.9,0.6563636363636364,0.7345634118967452,0.0
48.0,Female,Married,Graduate,301290.0,Private,1.8,Mid-size,Family,0.0,3,2,14700.0,0.0,7000.0,10000.0,6200.0,Yes,14300.0,595.0,108600.0,37400.0,Personal Loan EMI,692000.0,55,Not_Eligible,500.0,52200.0,249090.0,0.0474625775830595,0.1732550034850144,0.8267449965149856,0.4845829599389292,1.8,0.3863636363636363,0.5103330678084238,1.1365606936416184
32.0,Male,Married,Professional,91500.0,Private,0.5,Small,Family,0.0,3,2,0.0,18200.0,12100.0,23300.0,13400.0,Yes,18500.0,647.0,439600.0,119100.0,Home Appliances EMI,38000.0,16,Not_Eligible,1344.0,85500.0,6000.0,0.2021857923497267,0.9344262295081968,0.0655737704918032,6.106010928961749,0.5,0.4809090909090908,0.6573874813710878,7.7894736842105265
32.0,Female,Married,Post Graduate,152800.0,Private,7.6,MNC,Rented,23500.0,4,3,10800.0,16200.0,12300.0,32300.0,10500.0,Yes,38400.0,710.0,307700.0,126900.0,Education EMI,235000.0,41,Not_Eligible,3080.0,144000.0,8800.0,0.2513089005235602,0.9424083769633508,0.0575916230366492,2.844240837696335,7.6,0.5954545454545455,0.5608091385054736,6.699574468085106
38.0,Female,Married,Graduate,125800.0,Government,3.0,Startup,Family,0.0,4,3,0.0,0.0,13900.0,32100.0,20600.0,Yes,15300.0,642.0,920900.0,535100.0,Education EMI,341000.0,20,Not_Eligible,14873.32,81900.0,43900.0,0.1216216216216216,0.651033386327504,0.348966613672496,11.573926868044516,3.6,0.4718181818181818,0.7113387772799538,0.8973607038123167
38.0,Male,Married,Graduate,93800.0,Private,2.2,Large Indian,Rented,27200.0,3,2,0.0,0.0,10600.0,25900.0,8400.0,No,0.0,760.0,103100.0,59900.0,Home Appliances EMI,213000.0,7,Not_Eligible,10416.0,72100.0,21700.0,0.0,0.7686567164179104,0.2313432835820895,1.7377398720682302,2.2,0.8363636363636363,0.6014421399496026,0.0
27.0,Female,Married,Graduate,22200.0,Private,2.2,Startup,Rented,5300.0,3,2,0.0,0.0,3200.0,6600.0,4400.0,Yes,6500.0,774.0,171600.0,85200.0,Home Appliances EMI,92000.0,36,Not_Eligible,500.0,26000.0,-3800.0,0.2927927927927928,1.1711711711711712,-0.1711711711711711,11.567567567567568,2.2,0.7118181818181818,0.6793112203112204,2.543478260869565
48.0,Male,Married,Post Graduate,76400.0,Private,8.7,MNC,Rented,18300.0,3,2,12300.0,0.0,10800.0,12300.0,9600.0,Yes,14900.0,718.0,216800.0,61700.0,E-commerce Shopping EMI,56000.0,12,Not_Eligible,500.0,78200.0,-1800.0,0.1950261780104712,1.023560209424084,-0.0235602094240837,3.645287958115184,8.7,0.61,0.5970052356020942,3.1928571428571426
48.0,Male,Single,Professional,66500.0,Self-employed,5.3,MNC,Family,0.0,1,0,0.0,0.0,6900.0,14600.0,5800.0,Yes,15100.0,669.0,456400.0,144000.0,E-commerce Shopping EMI,104000.0,6,Not_Eligible,8350.65,42400.0,24100.0,0.2270676691729323,0.637593984962406,0.362406015037594,9.028571428571428,4.24,0.5209090909090909,0.7287539302802462,0.8711538461538462
27.0,Male,Married,Graduate,26000.0,Private,0.5,MNC,Rented,6900.0,2,1,2500.0,0.0,1900.0,5200.0,4400.0,Yes,5000.0,647.0,17900.0,8700.0,Personal Loan EMI,52000.0,25,Not_Eligible,500.0,25900.0,100.0,0.1923076923076923,0.9961538461538462,0.0038461538461538,1.023076923076923,0.5,0.4809090909090908,0.4064265734265734,2.4038461538461537
38.0,Female,Married,Graduate,73900.0,Private,1.9,Large Indian,Own,0.0,4,3,14400.0,0.0,5200.0,20200.0,9500.0,Yes,9700.0,700.0,114900.0,45400.0,Vehicle EMI,891000.0,32,Not_Eligible,3337.6,59000.0,14900.0,0.1312584573748308,0.7983761840324763,0.2016238159675236,2.16914749661705,1.9,0.5772727272727273,0.5436554311723459,0.3483726150392817
38.0,Female,Married,Professional,73700.0,Private,0.9,Mid-size,Rented,24500.0,3,2,13000.0,0.0,9000.0,14600.0,10600.0,Yes,12900.0,647.0,486900.0,128500.0,Personal Loan EMI,648000.0,34,Not_Eligible,500.0,84600.0,-10900.0,0.175033921302578,1.147896879240163,-0.1478968792401628,8.350067842605156,0.9,0.4809090909090908,0.6146933514246946,0.6768518518518518
38.0,Female,Married,High School,18300.0,Private,2.9,MNC,Own,0.0,3,2,0.0,0.0,2300.0,4600.0,2900.0,No,0.0,656.0,134100.0,34200.0,Home Appliances EMI,102000.0,9,Not_Eligible,4675.0,9800.0,8500.0,0.0,0.5355191256830601,0.4644808743169399,9.19672131147541,2.9,0.6472727272727272,0.7870779930452061,0.0
32.0,Female,Single,High School,25700.0,Private,1.2,Large Indian,Own,0.0,2,1,13000.0,19600.0,3500.0,5800.0,1500.0,No,0.0,744.0,170100.0,67200.0,Home Appliances EMI,237000.0,36,Not_Eligible,500.0,43400.0,-17700.0,0.0,1.688715953307393,-0.688715953307393,9.233463035019454,1.2,0.8072727272727273,0.6044386275203395,0.0
38.0,Male,Married,Post Graduate,44400.0,Private,1.6,Mid-size,Own,0.0,2,1,0.0,0.0,3900.0,7400.0,2700.0,Yes,10100.0,641.0,26400.0,14700.0,Home Appliances EMI,261000.0,34,Not_Eligible,4547.2,24100.0,20300.0,0.2274774774774774,0.5427927927927928,0.4572072072072072,0.9256756756756755,1.6,0.47,0.487981981981982,1.3157088122605365
27.0,Female,Single,Graduate,29800.0,Private,1.5,Large Indian,Rented,10000.0,1,0,0.0,0.0,2400.0,8500.0,1500.0,No,0.0,639.0,25100.0,8500.0,Personal Loan EMI,877000.0,35,Not_Eligible,2368.0,22400.0,7400.0,0.0,0.7516778523489933,0.2483221476510067,1.12751677852349,1.5,0.6163636363636363,0.5022245271507015,0.0
32.0,Male,Married,Graduate,75500.0,Private,5.0,Large Indian,Rented,20100.0,4,3,8300.0,22800.0,5800.0,14900.0,11800.0,No,0.0,721.0,446000.0,165800.0,Vehicle EMI,781000.0,70,Not_Eligible,500.0,83700.0,-8200.0,0.0,1.1086092715231788,-0.1086092715231788,8.103311258278145,5.0,0.7654545454545455,0.7079145093317278,0.0
38.0,Female,Married,High School,53100.0,Private,1.0,Startup,Own,0.0,3,2,0.0,0.0,6400.0,9900.0,7700.0,Yes,8000.0,792.0,219200.0,62300.0,Home Appliances EMI,228000.0,16,Not_Eligible,8862.0,32000.0,21100.0,0.1506591337099811,0.6026365348399246,0.3973634651600753,5.301318267419962,1.0,0.7445454545454545,0.8028363293956513,0.5614035087719298
32.0,Male,Married,Graduate,28500.0,Government,0.5,Mid-size,Rented,6200.0,3,2,0.0,0.0,3100.0,6600.0,4000.0,Yes,6900.0,695.0,128200.0,57100.0,Education EMI,309000.0,21,Not_Eligible,595.0,26800.0,1700.0,0.2421052631578947,0.9403508771929824,0.0596491228070175,6.5017543859649125,0.6,0.5681818181818181,0.6823843700159489,0.4689320388349515
27.0,Female,Married,Post Graduate,56700.0,Self-employed,0.5,MNC,Rented,10200.0,2,1,0.0,6400.0,3100.0,13800.0,11000.0,Yes,11600.0,667.0,145600.0,64500.0,E-commerce Shopping EMI,15000.0,9,Not_Eligible,500.0,56100.0,600.0,0.2045855379188712,0.9894179894179894,0.0105820105820105,3.705467372134039,0.4,0.5172727272727272,0.5796262626262627,6.96
48.0,Male,Married,Graduate,72600.0,Private,2.4,MNC,Rented,17500.0,5,4,0.0,22900.0,9000.0,18800.0,9300.0,No,0.0,708.0,370400.0,142800.0,Personal Loan EMI,939000.0,50,Not_Eligible,500.0,77500.0,-4900.0,0.0,1.0674931129476584,-0.0674931129476584,7.068870523415978,2.4,0.7418181818181818,0.7090468319559229,0.0
32.0,Male,Married,High School,17600.0,Self-employed,2.8,Mid-size,Family,0.0,2,1,0.0,0.0,1800.0,3500.0,2000.0,No,0.0,647.0,74700.0,38300.0,Vehicle EMI,570000.0,45,Not_Eligible,3708.0,7300.0,10300.0,0.0,0.4147727272727273,0.5852272727272727,6.420454545454546,2.24,0.6309090909090909,0.8063181818181819,0.0
48.0,Male,Married,Post Graduate,91900.0,Private,0.9,Startup,Own,0.0,3,2,0.0,0.0,10100.0,23600.0,11000.0,Yes,20900.0,687.0,53800.0,21300.0,Education EMI,487000.0,16,Not_Eligible,5891.2,65600.0,26300.0,0.2274211099020674,0.7138193688792165,0.2861806311207834,0.8171926006528836,0.9,0.5536363636363636,0.4723585913542388,0.686652977412731
38.0,Male,Married,Graduate,57500.0,Private,1.2,Mid-size,Rented,17500.0,4,3,0.0,0.0,6700.0,11500.0,5100.0,No,0.0,691.0,244700.0,52700.0,E-commerce Shopping EMI,199000.0,24,Not_Eligible,8350.0,40800.0,16700.0,0.0,0.7095652173913043,0.2904347826086956,5.172173913043478,1.2,0.7109090909090909,0.7713596837944664,0.0
48.0,Female,Married,Graduate,58600.0,Private,9.6,Mid-size,Own,0.0,4,3,13200.0,0.0,5400.0,9600.0,6000.0,Yes,12700.0,598.0,169100.0,81400.0,Personal Loan EMI,88000.0,29,Not_Eligible,3276.0,46900.0,11700.0,0.2167235494880546,0.8003412969283277,0.1996587030716723,4.274744027303754,9.6,0.3918181818181818,0.6139618367980142,4.185227272727273
27.0,Female,Single,Graduate,32000.0,Private,2.7,Large Indian,Own,0.0,3,2,12200.0,0.0,2000.0,5900.0,1700.0,No,0.0,668.0,185600.0,82800.0,Education EMI,419000.0,23,Not_Eligible,5100.0,21800.0,10200.0,0.0,0.68125,0.31875,8.3875,2.7,0.6690909090909091,0.7644772727272728,0.0
38.0,Male,Single,Graduate,15000.0,Private,5.8,Startup,Rented,4300.0,1,0,0.0,0.0,1300.0,2600.0,1900.0,No,0.0,676.0,51100.0,11900.0,Home Appliances EMI,239000.0,12,Not_Eligible,2450.0,10100.0,4900.0,0.0,0.6733333333333333,0.3266666666666666,4.2,5.8,0.6836363636363636,0.7224242424242424,0.0
38.0,Female,Married,Graduate,27800.0,Private,16.0,Startup,Own,0.0,2,1,5300.0,0.0,2000.0,4400.0,3500.0,Yes,6000.0,850.0,171100.0,68000.0,E-commerce Shopping EMI,98000.0,20,Not_Eligible,3049.2,21200.0,6600.0,0.2158273381294964,0.762589928057554,0.237410071942446,8.600719424460431,16.0,0.85,0.8024820143884892,1.2244897959183674
32.0,Male,Married,High School,31900.0,Private,0.5,MNC,Own,0.0,3,2,0.0,0.0,3700.0,7600.0,4400.0,Yes,9400.0,660.0,174400.0,37900.0,Home Appliances EMI,37000.0,21,Not_Eligible,1904.0,25100.0,6800.0,0.2946708463949843,0.786833855799373,0.2131661442006269,6.655172413793103,0.5,0.5045454545454545,0.6939968652037618,5.335135135135135
32.0,Male,Single,Post Graduate,78400.0,Private,4.0,Large Indian,Own,0.0,2,1,9300.0,0.0,6500.0,14300.0,8300.0,No,0.0,761.0,215600.0,119200.0,Personal Loan EMI,947000.0,20,Not_Eligible,24000.0,38400.0,40000.0,0.0,0.4897959183673469,0.5102040816326531,4.270408163265306,4.0,0.8381818181818181,0.8097198515769943,0.0
38.0,Male,Married,Graduate,15000.0,Private,2.1,Mid-size,Own,0.0,5,4,14300.0,0.0,1500.0,3300.0,2100.0,Yes,3900.0,681.0,98700.0,58400.0,E-commerce Shopping EMI,41000.0,7,Not_Eligible,500.0,25100.0,-10100.0,0.26,1.6733333333333331,-0.6733333333333333,10.473333333333333,2.1,0.5427272727272727,0.5281515151515151,0.6658536585365854
32.0,Male,Married,Graduate,65500.0,Private,3.8,Mid-size,Family,0.0,4,3,0.0,0.0,6900.0,16200.0,7800.0,Yes,14800.0,659.0,283100.0,155500.0,Home Appliances EMI,231000.0,21,Not_Eligible,6930.0,45700.0,19800.0,0.2259541984732824,0.6977099236641221,0.3022900763358778,6.69618320610687,3.8,0.5027272727272727,0.7112761970853574,1.3454545454545457
48.0,Male,Married,Post Graduate,65500.0,Private,3.7,MNC,Rented,12600.0,4,3,0.0,8400.0,6500.0,17600.0,4600.0,No,0.0,708.0,250800.0,64900.0,Personal Loan EMI,442000.0,26,Not_Eligible,7900.0,49700.0,15800.0,0.0,0.7587786259541984,0.2412213740458015,4.819847328244275,3.7,0.7418181818181818,0.7599805690492714,0.0
38.0,Male,Married,Graduate,28300.0,Private,2.6,MNC,Own,0.0,5,4,2400.0,0.0,2900.0,7000.0,4200.0,No,0.0,601.0,169800.0,74200.0,Education EMI,323000.0,28,Not_Eligible,5192.0,16500.0,11800.0,0.0,0.5830388692579506,0.4169611307420495,8.621908127208481,2.6,0.5472727272727272,0.7475740443302281,0.0
48.0,Female,Married,High School,58800.0,Government,5.8,Mid-size,Own,0.0,2,1,2300.0,0.0,7100.0,12700.0,6100.0,Yes,14800.0,726.0,125300.0,25500.0,E-commerce Shopping EMI,191000.0,19,Not_Eligible,6083.0,43000.0,15800.0,0.2517006802721088,0.7312925170068028,0.2687074829931973,2.564625850340136,6.96,0.6245454545454545,0.594982683982684,1.4722513089005236
27.0,Female,Married,Professional,76400.0,Government,5.0,Large Indian,Rented,25900.0,3,2,11200.0,0.0,6500.0,22800.0,11600.0,Yes,20200.0,669.0,400100.0,218700.0,E-commerce Shopping EMI,71000.0,24,Not_Eligible,500.0,98200.0,-21800.0,0.2643979057591623,1.2853403141361257,-0.2853403141361256,8.099476439790577,6.0,0.5209090909090909,0.599204664445502,6.828169014084507
58.0,Male,Single,Graduate,32500.0,Private,25.2,Mid-size,Own,0.0,2,1,0.0,0.0,3900.0,8600.0,3900.0,No,0.0,758.0,76500.0,22500.0,Education EMI,389000.0,25,Not_Eligible,9660.0,16400.0,16100.0,0.0,0.5046153846153846,0.4953846153846153,3.046153846153846,25.2,0.8327272727272728,0.7316643356643358,0.0
32.0,Female,Married,High School,32700.0,Private,5.3,MNC,Own,0.0,5,4,8600.0,0.0,1600.0,6600.0,6200.0,Yes,8600.0,609.0,121800.0,65700.0,Vehicle EMI,294000.0,47,Not_Eligible,500.0,31600.0,1100.0,0.2629969418960244,0.9663608562691132,0.0336391437308868,5.73394495412844,5.3,0.4118181818181817,0.6302732832916319,1.3748299319727892
48.0,Male,Married,Post Graduate,100600.0,Government,8.5,Mid-size,Family,0.0,2,1,5900.0,24700.0,8900.0,18500.0,17000.0,No,0.0,803.0,721400.0,186400.0,Personal Loan EMI,958000.0,38,Not_Eligible,18585.6,75000.0,25600.0,0.0,0.7455268389662028,0.2544731610337972,9.02385685884692,10.2,0.9145454545454546,0.8252582685703957,0.0
32.0,Male,Married,Professional,132800.0,Private,4.3,Small,Rented,40800.0,5,4,3700.0,0.0,19600.0,32800.0,20500.0,No,0.0,636.0,559700.0,227200.0,E-commerce Shopping EMI,121000.0,14,Not_Eligible,6160.0,117400.0,15400.0,0.0,0.8840361445783133,0.1159638554216867,5.925451807228916,4.3,0.610909090909091,0.7064654983570646,0.0
58.0,Female,Married,Graduate,84400.0,Private,3.3,Startup,Family,0.0,3,2,0.0,0.0,5800.0,14400.0,16000.0,No,0.0,666.0,275000.0,139600.0,Personal Loan EMI,939000.0,24,Not_Eligible,24100.0,36200.0,48200.0,0.0,0.428909952606635,0.5710900473933649,4.912322274881516,3.3,0.6654545454545454,0.8085937096079276,0.0
38.0,Female,Married,Graduate,61400.0,Self-employed,1.5,Mid-size,Rented,13000.0,5,4,0.0,0.0,5400.0,10300.0,9600.0,No,0.0,627.0,132600.0,43500.0,Education EMI,105000.0,7,Not_Eligible,8316.0,38300.0,23100.0,0.0,0.6237785016286646,0.3762214983713355,2.8680781758957656,1.2000000000000002,0.5945454545454546,0.6256926265916495,0.0
38.0,Male,Married,Graduate,65200.0,Private,10.1,MNC,Own,0.0,4,3,0.0,0.0,5500.0,17400.0,4400.0,No,0.0,680.0,303900.0,136100.0,Education EMI,299000.0,16,Not_Eligible,18950.0,27300.0,37900.0,0.0,0.4187116564417178,0.5812883435582822,6.748466257668712,10.1,0.6909090909090909,0.8235303959843838,0.0
38.0,Male,Married,Graduate,32900.0,Government,5.9,Mid-size,Rented,5200.0,4,3,0.0,0.0,1700.0,8800.0,6000.0,No,0.0,701.0,256600.0,97600.0,Vehicle EMI,1041000.0,69,Not_Eligible,6776.0,21700.0,11200.0,0.0,0.6595744680851063,0.3404255319148936,10.76595744680851,7.08,0.7290909090909091,0.7868123791102515,0.0
38.0,Female,Married,High School,78000.0,Private,3.6,MNC,Own,0.0,4,3,6700.0,0.0,5700.0,14700.0,10800.0,No,0.0,720.0,335600.0,158600.0,Vehicle EMI,1450000.0,22,Not_Eligible,20050.0,37900.0,40100.0,0.0,0.4858974358974359,0.514102564102564,6.335897435897436,3.6,0.7636363636363637,0.8319114219114219,0.0
48.0,Female,Married,Graduate,61300.0,Private,7.9,Large Indian,Own,0.0,4,3,12300.0,13000.0,6900.0,17200.0,12000.0,Yes,10500.0,744.0,108600.0,41300.0,E-commerce Shopping EMI,18000.0,5,Not_Eligible,500.0,71900.0,-10600.0,0.1712887438825448,1.1729200652528549,-0.1729200652528548,2.445350734094617,7.9,0.6572727272727272,0.5093188491769242,2.9166666666666665
